,dialogue,label,predict_label
1383,what’s wrong tv,SHELDON,PENNY
1384,still,OTHERS,LEONARD
1385,can’t don’t show she’ll still expect,LEONARD,SHELDON
1386,didn’t dump different place relationship,LEONARD,LEONARD
1387,that’s marcie peppermint patty’s athletic,LEONARD,LEONARD
1388,sheldon think work let’s try way,LEONARD,LEONARD
1389,we’re shoot scene movie killer ape dna slowly take body,PENNY,SHELDON
1390,kid seriously freak kid,HOWARD,LEONARD
1391,look get engage social science you’re vixen amy farrah fowler,SHELDON,SHELDON
1392,fire,LEONARD,SHELDON
1393,yes,LEONARD,SHELDON
1394,yeah well he’s extra special hey shelly,LEONARD,PENNY
1395,scone,SHELDON,SHELDON
1396,oh stop listen there’s welcome party incoming post-docs tonight go meet someone isn’t make grease pie,HOWARD,LEONARD
1397,indian sex book word wonder wonder write book love,RAJ,RAJ
1398,hey wanna make sure get nowhere penny without jeopardize friendship either,HOWARD,LEONARD
1399,drive pottery barn maybe turn night-light keep sheet,SHELDON,SHELDON
1400,know time comic-con didn’t exist one lone dreamer unique vision make happen mark word i’m gonna rip guy,SHELDON,LEONARD
1401,mm-hmm,LEONARD,PENNY
1402,possible say bros ho,LEONARD,HOWARD
1403,sheldon hey,HOWARD,LEONARD
1404,hmm priya’s back yet well guess that’s unusual woman men whole sit stand deal talk,LEONARD,PENNY
1405,spock,RAJ,SHELDON
1406,need see,PENNY,SHELDON
1407,yes,LEONARD,SHELDON
1408,neurobiological standpoint leonard may alone psychological state cause actual pheromone-based stink desperation,OTHERS,SHELDON
1409,oh to… mail letter,LEONARD,SHELDON
1410,thank come hello,SHELDON,SHELDON
1411,two,OTHERS,SHELDON
1412,point california community property state since howard bernadette marry intellectual property contain letter jointly own two spouse,SHELDON,SHELDON
1413,want tell howard mean reason,SHELDON,PENNY
1414,terrific,LEONARD,LEONARD
1415,hey guy,LEONARD,PENNY
1416,wait wait wait send mom note paper,LEONARD,PENNY
1417,really,PENNY,LEONARD
1418,oh hi,PENNY,PENNY
1419,hmm,PENNY,SHELDON
1420,know who’s apparently smart girl play tv’s blossom get phd neuroscience something,RAJ,SHELDON
1421,guy think want take matinee maybe go rollerblade catch step class,HOWARD,LEONARD
1422,well cooper enterprise one beam energise ah tiny spock help,SHELDON,SHELDON
1423,oh watch car high-powered binoculars,HOWARD,SHELDON
1424,well lot action,OTHERS,SHELDON
1425,don’t listen she’s lot ice cream want join,PENNY,LEONARD
1426,open door sheldon,LEONARD,PENNY
1427,oh-ho really well here’s another nit flagon would make polypropylene,SHELDON,SHELDON
1428,well ex-boyfriend sends regard think rest fairly self-explanatory,LEONARD,SHELDON
1429,tall man cornwall whose length exceed bed body fit barely upon there’s room big cornish head,SHELDON,SHELDON
1430,one’s fault sheldon we’re leave,PENNY,LEONARD
1431,good evening lady gentlemen name dr leonard hofstadter great honour introduce winner year’s chancellor’s award science good friend dr sheldon cooper i’d like share letter sheldon’s mother couldn’t tonight isn’t nice mother send letter she’s proud wonder feel like dear shelly that’s call shelly it’s pet name know mother’s pet name leonard digress dear shelly proud of…,LEONARD,SHELDON
1432,okay well sure hell don’t say,PENNY,PENNY
1433,wait wait wait say one-day rush since offer one-day rush,PENNY,SHELDON
1434,okay well maybe slow,PENNY,PENNY
1435,sheldon nice,LEONARD,PENNY
1436,oh already don’t stay,OTHERS,LEONARD
1437,oh uh friend bernadette,RAJ,LEONARD
1438,already i’m bring gift knowledge,SHELDON,SHELDON
1439,yeah sucker punch eye close,HOWARD,RAJ
1440,leonard send,PENNY,SHELDON
1441,tell walking,SHELDON,LEONARD
1442,relax say we’d stop little later nap,HOWARD,LEONARD
1443,yeah,HOWARD,LEONARD
1444,uh well it’s physicist know indoorsy pale,PENNY,LEONARD
1445,hey look who’s come out…,HOWARD,LEONARD
1446,sleep together naked keep core body temperatures plummet,SHELDON,LEONARD
1447,hand tuna melt,HOWARD,SHELDON
1448,oh i’m sorry galileo drank diet sprite look you’re best friend she’s girlfriend bond know like mom,HOWARD,SHELDON
1449,turn-by-turn voice option isn’t know i’d feel safe turn turn-by-turn voice option love turn-by-turn voice option,SHELDON,SHELDON
1450,weren’t screw around sheldon’s assistant none would happen,RAJ,LEONARD
1451,fine leave room find stand pool melt snowman carrot lump coal water,LEONARD,SHELDON
1452,lead to…,OTHERS,SHELDON
1453,know end penny didn’t want hold ring anymore give i’m send back where’s ring,LEONARD,LEONARD
1454,kid raj like bernadette,PENNY,HOWARD
1455,that’s thoughtful think i’ll finish coffee first,OTHERS,SHELDON
1456,well start game there’s winner,RAJ,SHELDON
1457,might reason,OTHERS,SHELDON
1458,think turn gps,SHELDON,SHELDON
1459,know start pap smear turn date turn work turned marriage turn hatred continue day two-eyed cyclops,RAJ,SHELDON
1460,shower,OTHERS,LEONARD
1461,hey,LEONARD,LEONARD
1462,believe rip uniform teeth,OTHERS,SHELDON
1463,it’s call ornithophobia someday recognize true disability landlord require law put giant net building unfortunate fear net,SHELDON,SHELDON
1464,episode sub psychotic rage,SHELDON,SHELDON
1465,six count klingon,HOWARD,SHELDON
1466,i’m hungry,RAJ,SHELDON
1467,leonard get go,SHELDON,SHELDON
1468,i’m sorry think delay could watch wheel fortune mother,SHELDON,SHELDON
1469,please stop say coitus,LEONARD,SHELDON
1470,would mean much would agree maid honour wedding,OTHERS,OTHERS
1471,hey,OTHERS,LEONARD
1472,right let’s get stupid play,SHELDON,LEONARD
1473,hello how’s final stage nicotine addiction study go,SHELDON,OTHERS
1474,know thanks closed-captioning pain raj,LEONARD,HOWARD
1475,don’t take personally it’s pathology can’t talk woman,SHELDON,HOWARD
1476,shh-shh-shh-shh sheldon’s asleep what’s go,LEONARD,PENNY
1477,oh i’ll phony sellout hollywood poser,SHELDON,PENNY
1478,sort act carbohydrate delivery system,LEONARD,SHELDON
1479,wool pant desert feel like i’ve get poached testicle,RAJ,SHELDON
1480,i’m kid know soup kitchen,OTHERS,LEONARD
1481,yeah well you’re smurf keep walking,OTHERS,PENNY
1482,i’m do anybody else,LEONARD,SHELDON
1483,talk date go fine,LEONARD,LEONARD
1484,hey leonard come join,OTHERS,PENNY
1485,dad anthropologist father-son time spend skeleton etruscan boy hat kid,LEONARD,OTHERS
1486,know can’t turn ferkakta computer leave brisket kitchen counter,OTHERS,HOWARD
1487,oh come think it’s nice captain sweatpants show art open,PENNY,SHELDON
1488,wow,HOWARD,PENNY
1489,meh,SHELDON,SHELDON
1490,consider great place look,SHELDON,LEONARD
1491,absolutely colleague map neurological substrate subserve global information processing require cognitive reason include scientific inquiry make research ipso facto prior ordo cognoscendi mean it’s well research extension course,OTHERS,SHELDON
1492,oh oh that’s good would,OTHERS,SHELDON
1493,what’s show,OTHERS,PENNY
1494,learn opportunity would abundant additionally like belly scratch,SHELDON,SHELDON
1495,upset mom pretty good shoulder cry smell bengay doesn’t burn eye,HOWARD,SHELDON
1496,arthur arthur it’s sheldon cooper may remember advanced age,SHELDON,SHELDON
1497,yes didn’t,LEONARD,LEONARD
1498,simply don’t excite,SHELDON,SHELDON
1499,hey los angeles i’m ferris wheel darth vader he’s nicer think,SHELDON,LEONARD
1500,meant…,PENNY,LEONARD
1501,hello,HOWARD,SHELDON
1502,look appreciate effort i’m still unclear trip suppose enjoyable,SHELDON,SHELDON
1503,part team confirm string theory could drink free bar college town university strong science program,RAJ,SHELDON
1504,oh dear mr d’onofrio’s hospital thing always happen,SHELDON,SHELDON
1505,should’ve let sheldon come,LEONARD,PENNY
1506,okay,OTHERS,PENNY
1507,still eat,SHELDON,LEONARD
1508,oh hold,LEONARD,SHELDON
1509,check guy break car,HOWARD,LEONARD
1510,give card already play penny hold necromancer potion effective wraiths day-walkers either leave drawn card remain undrawn stack four fire weapon troll two ogre jewel osiris,SHELDON,SHELDON
1511,would prefer wait apartment,SHELDON,SHELDON
1512,that’s get hot chocolate,RAJ,SHELDON
1513,sunday love sunday,SHELDON,SHELDON
1514,oh please influenza contagious symptom appear would die thousand year ago somewhere tool use cave painting homo habilus would figure kill guy runny nose,SHELDON,SHELDON
1515,amy i’m fine,PENNY,SHELDON
1516,maybe reassign never use,LEONARD,LEONARD
1517,she’s she’s look look smart,LEONARD,SHELDON
1518,maybe don’t what’s deal,PENNY,PENNY
1519,take,OTHERS,LEONARD
1520,lady night cheesecake factory get well,OTHERS,PENNY
1521,sweet,PENNY,OTHERS
1522,well bother go one friends ‘cause know me…,PENNY,OTHERS
1523,yes,LEONARD,SHELDON
1524,told could touch board,SHELDON,SHELDON
1525,really don’t care,SHELDON,LEONARD
1526,won’t say senior citizen can’t master technology publicly flog make example one two might give others incentive try harder,SHELDON,SHELDON
1527,come really,PENNY,PENNY
1528,inappropriate discus leonard penny’s sex life front leonard penny oh good eat,SHELDON,SHELDON
1529,really nothing,PENNY,LEONARD
1530,that’s reject guy,HOWARD,PENNY
1531,oh way borrow bullwhip fedora,RAJ,LEONARD
1532,jerk,PENNY,PENNY
1533,oh man scooter suck he’s aquaman muppet baby,RAJ,RAJ
1534,he’s go listen he’s love,HOWARD,LEONARD
1535,oh come it’s fine we’ll put table know family style,PENNY,LEONARD
1536,dr gunderson stockholm,OTHERS,SHELDON
1537,bought staple center go see taylor swift,RAJ,LEONARD
1538,it’s gonna get suck it’s go get suck,SHELDON,PENNY
1539,well internet suggests slumber party guest often engage harmless experimentation lesbianism,OTHERS,OTHERS
1540,we’re go mile per hour,OTHERS,LEONARD
1541,well starter point face start talk,PENNY,SHELDON
1542,thank rajesh want i’m good go,OTHERS,OTHERS
1543,well turn it’s also klingon word,HOWARD,SHELDON
1544,yeah hang give sec,PENNY,LEONARD
1545,thanks raj okay here’s thing wondering could maybe teach little physic,PENNY,LEONARD
1546,yeah hey want try country bar tomorrow night,HOWARD,LEONARD
1547,word forbade,LEONARD,SHELDON
1548,every saturday since live apartment awaken pour bowl cereal…,SHELDON,SHELDON
1549,i’ll run line car,HOWARD,SHELDON
1550,got undress jump bed ask protection,RAJ,SHELDON
1551,sheldon doesn’t allow floss close mirror,LEONARD,OTHERS
1552,yeah well it’s contract serve university committee frankly one believe okay go encouraging woman pursue career science,LEONARD,SHELDON
1553,hardly,SHELDON,SHELDON
1554,hey man show care another man doesn’t mean he’s display love dare speak name definitely say didn’t want kid,RAJ,LEONARD
1555,hard,LEONARD,SHELDON
1556,amy point since something nice i’m obligate something nice yes i’ll go dopey play,SHELDON,SHELDON
1557,date din dance perhaps you’d like take prizefight,SHELDON,SHELDON
1558,double guacamole,LEONARD,SHELDON
1559,oh leonard lot people love want help can’t admit problem,SHELDON,PENNY
1560,forgot tell sandwich promiscuous,SHELDON,SHELDON
1561,holy smoke mean derivative restatement kind stuff find scribble wall men’s room mit sure,SHELDON,PENNY
1562,oh amy please,PENNY,PENNY
1563,good,PENNY,SHELDON
1564,think he’s get,OTHERS,LEONARD
1565,yeah know feel,LEONARD,PENNY
1566,you’re big man sheldon,HOWARD,OTHERS
1567,please don’t go howard,LEONARD,LEONARD
1568,yeah that’s terrific want ask cut hell right come guy come happy birthday happy birthday you…,PENNY,PENNY
1569,fine want eliminate get extra dumpling,SHELDON,LEONARD
1570,i’d like frozen yogurt please,SHELDON,SHELDON
1571,occasion know thing little weird want throw together fun night,LEONARD,PENNY
1572,screw sit floor seven year i’m stay right,RAJ,LEONARD
1573,penny i’m sorry get drag know you’re devastate ex-boyfriend find excite new lover flawless caramel-coloured skin,OTHERS,OTHERS
1574,yes i’d thank,SHELDON,SHELDON
1575,excuse think i’m qualify,LEONARD,SHELDON
1576,gear spring wheelchair pretty cool huh,HOWARD,LEONARD
1577,that’s necessary someone’s try help,LEONARD,SHELDON
1578,i’m try watch game shut oh make first,OTHERS,LEONARD
1579,fine parlance urban music scene what’s,SHELDON,PENNY
1580,sure drunk angry kurt doesn’t something what’s go,LEONARD,PENNY
1581,amy please,OTHERS,SHELDON
1582,yeah yeah enough debate i’m go take action excuse currently involve sexual relationship,SHELDON,SHELDON
1583,thanks love hockey,RAJ,OTHERS
1584,course,PENNY,SHELDON
1585,gee thanks lot,LEONARD,LEONARD
1586,sheldon really unreasonable,LEONARD,LEONARD
1587,wonder love christmas sound amazing,SHELDON,SHELDON
1588,bad we’re gonna get shot might well go bar old school,RAJ,HOWARD
1589,sheldon it’s wait go home without bye,LEONARD,LEONARD
1590,four it’s icosahedral dye float tint blue water,SHELDON,SHELDON
1591,relax it’s dirty sock,LEONARD,LEONARD
1592,what’s,PENNY,PENNY
1593,hey wine don’t,PENNY,LEONARD
1594,amy,RAJ,SHELDON
1595,plan flirt member tenure committee leonard’s cause,OTHERS,SHELDON
1596,know rule bring mom work must suffer,HOWARD,SHELDON
1597,poverty father’s gynaecologist drive bentley,HOWARD,SHELDON
1598,wouldn’t exactly call star trek embarrass,PENNY,SHELDON
1599,well it’s say,SHELDON,PENNY
1600,oh wow didn’t,HOWARD,PENNY
1601,uh yeah,LEONARD,LEONARD
1602,oh god amy,PENNY,PENNY
1603,okay fasten seat belt,LEONARD,RAJ
1604,saw mommy naked man try mommy,SHELDON,RAJ
1605,hey leonard jiggle junk webcam get easy deal actually touch,HOWARD,PENNY
1606,choice last night say don’t go brunch tomorrow maybe arboretum say well promise guy go play video game weekend say sound like fun come didn’t answer second say well want come buy new laptop game she’s park car right,HOWARD,LEONARD
1607,okay hold side hearth position lower mantelpiece assembly onto top tab,PENNY,SHELDON
1608,i’m think nobel prize three year ago must deal whole lot smoot do lately think continue research team know cooper-smoot alphabetical win nobel prize you’ll back top,SHELDON,SHELDON
1609,we’ll talk later,HOWARD,LEONARD
1610,orcs magic superman vulnerable magic mention already lose godzilla illinois cavalry hulk,LEONARD,HOWARD
1611,it’s facebook page,RAJ,SHELDON
1612,it’s little tricky i’m gonna try pick library dynam…,HOWARD,LEONARD
1613,didn’t seem real,PENNY,SHELDON
1614,uh stuart comic-book store,PENNY,LEONARD
1615,say truth don’t want live leonard know,SHELDON,SHELDON
1616,here’s what’s gonna happen i’m gonna take bath you’re gonna dish,OTHERS,HOWARD
1617,little bird tell apparently magnificent beast,RAJ,SHELDON
1618,it’s simple breakfast egg-white frittata feel free give choice home fry english muffin we’re watch weight uh dinner something simple veal chop scampi whatever like,RAJ,SHELDON
1619,huge spoiler,LEONARD,LEONARD
1620,poor guy bike nice time,LEONARD,LEONARD
1621,right back,SHELDON,LEONARD
1622,think learn behaviour apply life,LEONARD,SHELDON
1623,drunk,LEONARD,LEONARD
1624,might mistake open second bottle wine,HOWARD,HOWARD
1625,raj didn’t say feminine bad thing meant you’re sweet thoughtful skin look much like caramel want dip apple face,OTHERS,LEONARD
1626,oh poor poor thing raj know you’re wonderful man lot girl who’ll want kiss,OTHERS,OTHERS
1627,course first consider ordinary magnet even uneducated audience must know two pole north south pole cut half two small magnet north south pole,SHELDON,SHELDON
1628,donnie rocket scientist compare boy want get beer pong olympics name sweetheart,OTHERS,LEONARD
1629,sure sure enjoy mean get back know actually keep it’s go gift bye,PENNY,PENNY
1630,without cut head open make eye like cleopatra,OTHERS,SHELDON
1631,ooh ooh pigeon windowsill baby,RAJ,OTHERS
1632,i’m afraid can’t allow pursuant starfleet general order section deem unfit hereby relieve command,SHELDON,SHELDON
1633,i’d love she’s really comfortable around people,RAJ,RAJ
1634,oh that’s say box right next dishwasher safe,HOWARD,PENNY
1635,flatland mathematical essay also treatise victorian social more,OTHERS,SHELDON
1636,sound great,PENNY,LEONARD
1637,bet go make apologize crap pull school,LEONARD,RAJ
1638,see raj do pilate,SHELDON,LEONARD
1639,call dad ask thing like kid seem easy get cow could tip,LEONARD,OTHERS
1640,question premise new suit go prevent pass front ballroom full people,SHELDON,SHELDON
