,dialogue,label,predict_label
1472,hey that’s never gonna make way buddy,JOEY,CHANDLER
1473,well that's different lie make one felon state think,MONICA,RACHEL
1474,pretty well actually,RACHEL,CHANDLER
1475,ah okay,JOEY,ROSS
1476,uh actually think i'm gonna busy,RACHEL,ROSS
1477,oh need hug don’t bring anything,PHOEBE,PHOEBE
1478,gossip,RACHEL,Others
1479,anyway want say thank sweet,PHOEBE,ROSS
1480,alright c'mon let's play twister,RACHEL,ROSS
1481,oh please what's wrong helen,Others,Others
1482,monica break reason,RACHEL,ROSS
1483,yeah thank rachel soo cool,Others,ROSS
1484,come ross say wanted talk let’s talk,RACHEL,RACHEL
1485,hmm come say you…,Others,Others
1486,oh god monica hi go building guy big hammer say might,RACHEL,RACHEL
1487,actually gonna see,PHOEBE,ROSS
1488,hi,ROSS,Others
1489,y'know-y'know don’t favour fact where’s rest stuff huh like-like umm hey book mine and-and-and t-shirt sleep i’d like back yes,ROSS,PHOEBE
1490,relieve,MONICA,Others
1491,don’t know y'know would,CHANDLER,RACHEL
1492,okay go tell you’re go tell,RACHEL,RACHEL
1493,joey put oh god pete okay get hell answer video-phone,MONICA,MONICA
1494,doug,CHANDLER,CHANDLER
1495,i’ll join,Others,MONICA
1496,oh uh go aruba,Others,ROSS
1497,sure what’s,ROSS,RACHEL
1498,know hug kinda roll away oh my....god,Others,PHOEBE
1499,yeah how'd go,ROSS,ROSS
1500,wh,Others,ROSS
1501,you…are…not go believe joshua come work today guess happen,RACHEL,RACHEL
1502,yeah,RACHEL,ROSS
1503,go hospital tonight,PHOEBE,ROSS
1504,yeah,PHOEBE,ROSS
1505,gee don’t know rach order get yentel soup james bean howdy hold dowdy,MONICA,ROSS
1506,i’m little bit uncomfortable way express,CHANDLER,Others
1507,know still one,CHANDLER,ROSS
1508,something go wrong underdog get head inflate anyway um head like flop broadway right i'm think inappropriate um i've get something eye uh joey could check light please,MONICA,Others
1509,okay last thing…,JOEY,CHANDLER
1510,oh okay mister right place right time call,Others,PHOEBE
1511,oh taste ben's milk ross freak,PHOEBE,Others
1512,y'know didn’t wear suit year hat well guess you’re girlfriend anymore,ROSS,RACHEL
1513,oh hi max hey know everybody,PHOEBE,RACHEL
1514,yes know friend sound like,CHANDLER,MONICA
1515,yes yes right feel horrible believe,CHANDLER,CHANDLER
1516,hey,JOEY,JOEY
1517,big bully,CHANDLER,JOEY
1518,oh god monica hi thank god go build guy big hammer say might,RACHEL,RACHEL
1519,look get amazing chef,ROSS,CHANDLER
1520,don’t buck would willing trade we’ve get canoe,Others,Others
1521,oh no-no-no pleasure,ROSS,CHANDLER
1522,thanks lot,Others,ROSS
1523,yeah time want baby know voice,Others,PHOEBE
1524,it’s like everywhere joey okay mon back work uh waiter eat waiter right chefs eat chef right,ROSS,JOEY
1525,hard tell they're tiny upside-down wait wait they're walk away they're walk away they're they're come right run run,JOEY,PHOEBE
1526,know thing put pin time take pin find someone know right woman wait,Others,MONICA
1527,no-no oh i’m fine age thing y'know start stick it’s tongue little brother’s throat,PHOEBE,CHANDLER
1528,like uh gold necklace get last year,ROSS,CHANDLER
1529,yeah gonna last much bed sexually,JOEY,Others
1530,okay think we're get weird area,ROSS,CHANDLER
1531,well get plenty space there-there's still by-by speaker please stay,JOEY,CHANDLER
1532,come treeger don’t say ahh need practice come let’s ahh let’s try come plus probably mostly fault anyway mean y’know i’m really comfortable dance a— we-he hey,JOEY,Others
1533,think need drink,MONICA,Others
1534,oh,RACHEL,PHOEBE
1535,complicate complex hey kiss mom,CHANDLER,ROSS
1536,right well felt really bad decide take little trip together,JOEY,CHANDLER
1537,someone,Others,ROSS
1538,well,RACHEL,RACHEL
1539,right okay lose robe robe lose,JOEY,RACHEL
1540,oh god oh god ross hang phone give phone ross give phone give phone give ross,Others,RACHEL
1541,oh really,ROSS,MONICA
1542,what's doin section,JOEY,JOEY
1543,oh i'm glad guy like yay right gotta go work,MONICA,PHOEBE
1544,yes,RACHEL,CHANDLER
1545,come go bloomingdale's julie that's like cheat rachel house worship,CHANDLER,Others
1546,oh yeah great see take tennis ball bowl light fluid—op op,CHANDLER,CHANDLER
1547,okay abandon rachel okay emily show airport go mean i-i wife rachel wife y'know—emily emily wife man,ROSS,ROSS
1548,read,PHOEBE,JOEY
1549,sorry,ROSS,Others
1550,right okay um-mm,PHOEBE,ROSS
1551,uh-huh,CHANDLER,ROSS
1552,would start chew quit gum,PHOEBE,CHANDLER
1553,wanna dance,Others,Others
1554,oh fine take side,PHOEBE,ROSS
1555,chandler,ROSS,JOEY
1556,yeah,JOEY,ROSS
1557,would like go basketball game know funny basketball happen ticket too… umm like knicks—,RACHEL,MONICA
1558,hey,CHANDLER,JOEY
1559,thank yes,Others,RACHEL
1560,nope one,JOEY,CHANDLER
1561,make snack please hang okay i’m gonna rest eye little bit,MONICA,CHANDLER
1562,already fluff pillow monica know already fluff fine,PHOEBE,CHANDLER
1563,yes,RACHEL,CHANDLER
1564,think it’s cute,Others,MONICA
1565,girl cover nipple show,ROSS,Others
1566,oh,RACHEL,PHOEBE
1567,yeah time old condom ring leather doesn’t say ‘cool’ anymore,CHANDLER,CHANDLER
1568,wha,RACHEL,ROSS
1569,actually say word,CHANDLER,ROSS
1570,y'think,CHANDLER,CHANDLER
1571,hello sweetheart,Others,Others
1572,don’t understand mean hard live don’t boyfriend,MONICA,ROSS
1573,okay pick card card right memorize show everybody get,JOEY,MONICA
1574,huh know pick thankful divorce eviction hmm,ROSS,ROSS
1575,look i-i’m never gonna let may well go away,MONICA,CHANDLER
1576,ask girl,ROSS,RACHEL
1577,oh thank ohhh thank much oh thank come uh second,MONICA,RACHEL
1578,that’s bad duck how’d thing go tonight ross,CHANDLER,JOEY
1579,pick one yet,PHOEBE,ROSS
1580,ross i…,RACHEL,RACHEL
1581,boogie,CHANDLER,Others
1582,excuse know play,ROSS,MONICA
1583,hey it’s gonna right,JOEY,ROSS
1584,guess,Others,RACHEL
1585,hi i'll ready second,Others,Others
1586,smile,MONICA,Others
1587,small piece chocolate,PHOEBE,Others
1588,oh right,PHOEBE,RACHEL
1589,that’s weird,Others,CHANDLER
1590,ooh napkin please could please hand napkin would you--give thing right enough longer friend finish nada bastard get away,Others,RACHEL
1591,well anyhoo um look couple chef create thanksgiving-themed recipe think might interest,Others,MONICA
1592,we're uh we're get marry,Others,Others
1593,o-o-o-okay go tell everything,RACHEL,ROSS
1594,really guy mean forgive fog,RACHEL,RACHEL
1595,i'm meeting i'm right whoop,CHANDLER,CHANDLER
1596,oh divorce,CHANDLER,Others
1597,get evict,RACHEL,JOEY
1598,ross,CHANDLER,RACHEL
1599,…i mean fault,RACHEL,RACHEL
1600,ok pilgrim mockolate mousse,Others,Others
1601,nice apartment bet bedroom huge,CHANDLER,RACHEL
1602,cool ‘til monica get back it’s like i’m head chef get make decision,PHOEBE,RACHEL
1603,well something josh say v-necks,RACHEL,MONICA
1604,mon want put concentric circle want,RACHEL,RACHEL
1605,c'mon,MONICA,RACHEL
1606,ross know,RACHEL,RACHEL
1607,obviously can't keep away,Others,MONICA
1608,yeah i-i heard think it’s great ohh i’m happy,RACHEL,PHOEBE
1609,know,JOEY,RACHEL
1610,doesn’t seem like go work mean…,JOEY,CHANDLER
1611,phoebe,MONICA,MONICA
1612,ha-ha-ha little hard ah boyfriend material,CHANDLER,JOEY
1613,yeah okay listen umm mom hope know still mean lot you’re welcome come back anytime,PHOEBE,Others
1614,oh thank would like tour,MONICA,Others
1615,know stop,MONICA,CHANDLER
1616,sir,Others,CHANDLER
1617,yeah rockefeller center skate husband look happy almost feel bad whip kid’s pretzel,CHANDLER,CHANDLER
1618,okay go ‘mattress king’ showroom saw janice kiss ex-husband,JOEY,CHANDLER
1619,space cowboy,RACHEL,MONICA
1620,right people listen i’ve get exactly twenty-eight minute baste,MONICA,CHANDLER
1621,he’s alive he’s a-live,PHOEBE,PHOEBE
1622,right chandler don’t give bos chance get y'know ah don’t turn back,ROSS,JOEY
1623,joey tribbiani yes ok hold want talk take phone,Others,Others
1624,always monica’s bed you’re notice self-involved,PHOEBE,RACHEL
1625,would never,ROSS,MONICA
1626,c'mon,Others,RACHEL
1627,ah ah forget jacket,ROSS,JOEY
1628,big stupid fight say wanted take break don’t want take break,RACHEL,RACHEL
1629,ginger remember tell say ‘the movie star.’,MONICA,JOEY
1630,uhh rachel parents…,Others,Others
1631,hormone,MONICA,Others
1632,alright whattaya get,JOEY,ROSS
1633,oh bug lady,PHOEBE,ROSS
1634,here’s tea phoebe,MONICA,MONICA
1635,oh god,Others,MONICA
1636,free,MONICA,CHANDLER
1637,finger catch chair,Others,MONICA
1638,excuse think could get brian could get brian believe i'm really,CHANDLER,CHANDLER
1639,okay everyone keep fixating know know,ROSS,PHOEBE
1640,come rach guy say he’s go call doesn’t mean he’s go call hasn’t ever happen,MONICA,ROSS
1641,mean they’re try everything make quit job would something i’ve wait whole life,MONICA,MONICA
1642,well chandler's old roomate jewish candle happy chanukah everyone,JOEY,PHOEBE
1643,couple hour feel awful,Others,MONICA
1644,wish least knew name look face mean even sleep look smart bet he's lawyer,MONICA,PHOEBE
1645,no-no it’s ooozing ooze could pass cream any—oh there’s cream,Others,CHANDLER
1646,want really cool see i've never cater really need money problem,MONICA,PHOEBE
1647,chandler gonna call,RACHEL,MONICA
1648,please let something,Others,RACHEL
1649,wait wait wait,ROSS,PHOEBE
1650,oh right ‘cause always pull pant count three play wipe-out butt cheek,RACHEL,MONICA
1651,pleasure guy diplomatic coupon guy can’t even say coupon,MONICA,MONICA
1652,hey guy,JOEY,ROSS
1653,okay oh uh wait minute y'know uh can't decide umm okay hold second,RACHEL,ROSS
1654,i'm butt double kay play al pacino's butt alright go shower i'm butt,JOEY,MONICA
1655,ooh let talk,CHANDLER,PHOEBE
1656,order lemonade,ROSS,CHANDLER
1657,ummm oh i’m sorry it’s little old but…,RACHEL,RACHEL
1658,i'm sorry man tire really,JOEY,JOEY
1659,well old man plumb job hear open want see get interview,JOEY,JOEY
1660,pity stay,ROSS,CHANDLER
1661,right bad ankle get,ROSS,Others
1662,thanks dad really ju know need know um start feel like father,ROSS,PHOEBE
1663,wow monica amaze opportunity influence… dozens people,MONICA,RACHEL
1664,okay famous joey’s except huh joey buttafucco,CHANDLER,ROSS
1665,oh yes bye bye birdie star joseph stalin joseph stalin fiddler roof,CHANDLER,JOEY
1666,well let's say impression make butter leave little imagination,CHANDLER,RACHEL
1667,he’s friend,RACHEL,Others
1668,oh,MONICA,PHOEBE
1669,well goodbye chandler great blackout see ya,Others,Others
1670,i'm fine i'm alone know guy,Others,ROSS
1671,well,CHANDLER,RACHEL
1672,aww good,PHOEBE,MONICA
1673,like sort beacon dog men severe emotional problem hear,MONICA,RACHEL
1674,actually i'm reading baby,Others,JOEY
1675,okay feel like i’m talk lassie right phoebe would tell,MONICA,MONICA
1676,oh always figure thought monica's geeky old brother,ROSS,PHOEBE
1677,oh,Others,PHOEBE
1678,yum-my,PHOEBE,Others
1679,don’t go ask ‘step lightly please?’,PHOEBE,PHOEBE
1680,that’s right hey guy know what’s go great fishing trip year dad get middle lake give joey life stuff say well i’m movie charlton heston dad life,JOEY,ROSS
1681,i’ll make something i’m good lie actually borrow walkman,CHANDLER,MONICA
1682,uh-huh,ROSS,ROSS
1683,what's wrong sweetie,Others,MONICA
1684,yeah they're mine,JOEY,Others
1685,gunther quit,RACHEL,RACHEL
1686,pheebs pheebs baby come,ROSS,JOEY
1687,don’t quit,ROSS,CHANDLER
1688,good oh oh roger's dinner thing want invite guy,PHOEBE,ROSS
1689,okay hell get,ROSS,RACHEL
1690,one hair head,CHANDLER,PHOEBE
1691,hire,MONICA,MONICA
1692,hey luck treeger say could cool stuff basement wait right,JOEY,JOEY
1693,whoa-whoa don’t need kinda preparation first like ahh get really drink,JOEY,JOEY
1694,yeah except y'know you’re date you’re get along really great guy’s translator keep get way,PHOEBE,Others
1695,come like cousin sex,CHANDLER,Others
1696,pheebs can't cast director talk friends talk agent,JOEY,JOEY
1697,hey oh know guy who's follow talk today,PHOEBE,Others
1698,yo hooo,MONICA,Others
1699,toe line thread needle think outside box,MONICA,JOEY
1700,i’ll back ten minute,Others,MONICA
1701,he's,CHANDLER,PHOEBE
1702,tell saw play heat back ross,CHANDLER,CHANDLER
1703,last piece want,ROSS,CHANDLER
1704,point,ROSS,MONICA
1705,bye-bye,CHANDLER,CHANDLER
1706,hey mon,CHANDLER,RACHEL
1707,y'know think play game mean come it’s twelve year,MONICA,CHANDLER
1708,monica around i-i ask something,RACHEL,RACHEL
1709,y'know lame insist come morning huh wouldn’t go mark,RACHEL,ROSS
1710,um huh-uh one client die massage table today,PHOEBE,PHOEBE
1711,oh god say one time i’m gonna break,CHANDLER,ROSS
1712,well although imaginary friend parent actually prefer,CHANDLER,Others
1713,first i'm losing,ROSS,CHANDLER
1714,wait uh listen i-i tell something umm i’ve think i’m gonna come say okay i-i-i ah i-i think love,ROSS,JOEY
1715,yes smart pretty honestly care janice last chance somebody,CHANDLER,CHANDLER
1716,alright great thanks lot i'm go tap class,MONICA,ROSS
1717,we're friend,Others,MONICA
1718,well information paolo gonna rome new year i'll pathetic rest,RACHEL,RACHEL
1719,bakery delivery person,MONICA,PHOEBE
1720,yes joanna really incredible mentor,RACHEL,RACHEL
1721,yeah,MONICA,ROSS
1722,pig...pig man,RACHEL,CHANDLER
1723,uh lunch chef purchase little desk roland's here's little sister,ROSS,Others
1724,yeah,ROSS,ROSS
1725,still catch come get get,JOEY,MONICA
1726,oooh bad man,PHOEBE,JOEY
1727,ok,CHANDLER,ROSS
1728,unreasonable conversation one guy get married idea take make marriage work right compromise always like yes laugh happy candy sky drink coffee central perk time real life okay grown-ups,ROSS,CHANDLER
1729,ow,Others,MONICA
1730,know girl really good,PHOEBE,JOEY
1731,well could actually go gym,MONICA,CHANDLER
1732,you… ross believe check rachel’s bag find half-eaten box cooky,CHANDLER,JOEY
1733,oh god,RACHEL,MONICA
1734,hey—ooh vermont,PHOEBE,PHOEBE
1735,hi joey,Others,Others
1736,hey,ROSS,JOEY
1737,marcel,CHANDLER,ROSS
1738,mean,RACHEL,ROSS
1739,sit,PHOEBE,RACHEL
1740,ˇpudo aver sido general tso,CHANDLER,Others
1741,oh couple nurse ask maybe they're,JOEY,RACHEL
1742,hey-hey,JOEY,ROSS
1743,let’s ross,RACHEL,RACHEL
1744,i've gotta see right ugly naked guy,JOEY,ROSS
1745,i'm sorry funny start compare jane eyre robocop,PHOEBE,Others
1746,would,ROSS,MONICA
1747,hey,PHOEBE,JOEY
1748,guy say hello wanna kill,JOEY,JOEY
1749,guy there's somebody i'd like meet,ROSS,RACHEL
1750,hey guy,MONICA,ROSS
1751,need borrow moisturizer,JOEY,MONICA
1752,yeah i'm fine i'm trppd atm vstbl wth jll gdcr,CHANDLER,CHANDLER
1753,yeah want yeah that's right that's right jumbo sir belive want judge number i'd huge disappointment rightie bye bye,ROSS,PHOEBE
1754,ohhh ok,Others,RACHEL
1755,what's go,JOEY,ROSS
1756,oh,PHOEBE,PHOEBE
1757,hey,JOEY,JOEY
1758,oh come go stand mission countdown,ROSS,RACHEL
1759,yeah sit,RACHEL,RACHEL
1760,lean-lean-lean,JOEY,Others
1761,huh think,Others,JOEY
1762,can't believe i'm hearing,JOEY,PHOEBE
1763,pal,ROSS,JOEY
1764,great news,JOEY,Others
1765,everybody know,RACHEL,MONICA
1766,yeah,ROSS,ROSS
1767,oh god huge big huge like right what's big huge,PHOEBE,RACHEL
1768,hey great skirt birthday present,MONICA,Others
1769,sweetie it’s gonna different sex gonna great ‘cause you-you guy love,MONICA,ROSS
1770,help could slide,CHANDLER,Others
1771,ahh kind power would gold man,CHANDLER,CHANDLER
1772,oh god oh incredible ohh right y'know i’m gonna roll right office and-and quit,MONICA,RACHEL
1773,chandler say something i-i know still mad wanna say two people night okay two set lip,ROSS,ROSS
1774,oh,ROSS,PHOEBE
1775,damn can’t believe take list,ROSS,CHANDLER
1776,wait minute don’t call mark mean say sit wait you’ve get make stuff happen,MONICA,RACHEL
1777,chloe hi,ROSS,ROSS
1778,thank,RACHEL,ROSS
1779,can't—what tell,MONICA,MONICA
1780,hey,CHANDLER,JOEY
1781,totally make sense,MONICA,JOEY
1782,thanks,Others,ROSS
1783,oh danielle expect machine give call get chance bye-bye oh god,CHANDLER,CHANDLER
1784,know couldn’t,Others,MONICA
1785,opponent hunnington beach california he’s pound street fighter tank abbottttttt,Others,Others
1786,mmm hmmm,Others,Others
1787,i'm sorry misunderstood,CHANDLER,Others
1788,stupid ball way,ROSS,RACHEL
1789,yeah i'm fine i'm stick bank atm vestibule,Others,CHANDLER
1790,wait where’s shoe,Others,ROSS
1791,yeah,ROSS,ROSS
1792,oh hello rachel,CHANDLER,Others
1793,oh oh little clunky amish thing think go everything,RACHEL,RACHEL
1794,cat hair,Others,RACHEL
1795,oh they’re gonna umm look see endometrium layer thick,PHOEBE,PHOEBE
1796,well neither,RACHEL,RACHEL
1797,oh it’s anti-theft device,RACHEL,RACHEL
1798,tail,RACHEL,Others
1799,oh yeah mug paint yeah listen ah y'know think kinda need work stuff tonight,JOEY,JOEY
1800,hey,JOEY,JOEY
1801,ok point dealer,CHANDLER,ROSS
1802,well yeah break someone and… okay jason sensitive so’s vince plus vince body y'know so… it’s really math,PHOEBE,PHOEBE
1803,go ‘cause still catch merry christmas you’re secret santa,JOEY,PHOEBE
1804,yeah well think second fight go big one,CHANDLER,ROSS
1805,yeah tell he’s gonna hate mean look mom can’t guy please gotta talk,PHOEBE,ROSS
1806,oh he's goof around,RACHEL,MONICA
1807,okay,JOEY,RACHEL
1808,well mean you’re american start don’t even rugby,Others,MONICA
1809,y’know wore cashmere sweater date last night,Others,ROSS
1810,excellent,ROSS,ROSS
1811,hey i’m proud sauce it’s delicious,Others,MONICA
1812,yeah oh invent cotton gin,RACHEL,PHOEBE
