,text,labels,predicted_label
11923,What?,RACHEL,Others
11924,"Hey! You’re here! Great! Great! Great! Let’s get going buddy, we’ve got a scene to shoot!",JOEY,PHOEBE
11925,"Yeah, Chandler why don't you take a walk? This doesn't concern you.",PHOEBE,MONICA
11926,Hmmm!,RACHEL,CHANDLER
11927,"Because, I'm finally getting him excited about Hanukkah, and, and you're-you're wrecking it.",ROSS,JOEY
11928,Is that what they say on the Figure Skating Team?,ROSS,CHANDLER
11929,"It's like I'm lookin' in a mirror. Anyway, they're called ""fishtachios"". They taste exactly like pistachios, but they're made primarily of reconstituted fish bits. Here, try one. You're not allergic to anything, are you?",Others,Others
11930,"Oh yes, it is. I'm sorry I borrowed it, I was cold. I hope its okay?",MONICA,MONICA
11931,"Yeah, I do. Of course, I learned at my aunt’s dog grooming shop, but hey, what do you say?",Others,CHANDLER
11932,"Hi, honey.",MONICA,PHOEBE
11933,Grandma’s gonna have to get in line.,PHOEBE,CHANDLER
11934,"Well, I thought that I would cut up the tomatos.",MONICA,PHOEBE
11935,What?! What?!,ROSS,MONICA
11936,"Okay, after you told me she was passed out in our room, I went in there to make sure she was all right. She was lying on my bed, all buried in peoples coats. Well, I went to kiss her on the forehead, you know. But it was so dark, I accidentally got her lips. I started to pull away, but then I felt her start to kiss me back. It was only for a second, but... it was amazing. And now, now I find out that you kissed her first.",ROSS,MONICA
11937,Clearly we were wrong.,MONICA,PHOEBE
11938,"Ok, Ok, Pheebs...",RACHEL,RACHEL
11939,But she just came up here!,PHOEBE,JOEY
11940,My best friend and my sister! I cannot believe this.,ROSS,Others
11941,"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'",PHOEBE,ROSS
11942,I am so hot for you right now.,RACHEL,PHOEBE
11943,"Umm, I-I thought we were moving forward and now you’re-you’re sending me all these mixed signals. What are you trying to tell me?",Others,CHANDLER
11944,"Yeah, I’ve just been fiddling around in here making delicious treats for everyone.",MONICA,ROSS
11945,You kidding? You’re the most beautiful woman in most rooms…  Whoa! Whoa! Whoa! What’s going on? You and I just made out! You and I are making out?,CHANDLER,PHOEBE
11946,"All right. When is, when is the next flight out?",MONICA,PHOEBE
11947,"Oh no, two days, you must be bummed.",MONICA,CHANDLER
11948,"Oh, I didn’t, I didn’t know that.",Others,MONICA
11949,"All right, let's go Pheebs.",JOEY,CHANDLER
11950,Hey!,PHOEBE,RACHEL
11951,"Ok, you can do this. It's just like pulling off a Band-aid. Just do it really fast, and then the wound is exposed.",PHOEBE,JOEY
11952,I can't belive it.,CHANDLER,RACHEL
11953,"Ooh, sorry. Sorry. You finish, go.",JOEY,ROSS
11954,"Nooooo!!! Y'know what? Now that I think about it, I constantly find myself without twenties and you always have lots!",JOEY,JOEY
11955,Haven’t you and I covered that topic?,MONICA,JOEY
11956,"What—You’re not serious. I mean she’s a very nice woman, but there is no way we can take eight weeks of her. She’ll drive us totally crazy.",ROSS,PHOEBE
11957,"Oh, are we playing this?!",CHANDLER,Others
11958,"Uh, Pheebs, how long do you think this lady'll be with us?",JOEY,PHOEBE
11959,"No, but he told me, he thinks your a fox.",MONICA,ROSS
11960,Hey!,PHOEBE,CHANDLER
11961,"Oh, yay!",PHOEBE,CHANDLER
11962,"No, you can't! Friends hooking up is a bad idea.",MONICA,RACHEL
11963,"Oh no, yes I do! I do! I mean, come on go on, you were, you were saying I am happier when uh, y’know?",RACHEL,MONICA
11964,Joey just hired Chandler to be his assistant!,MONICA,Others
11965,"I dunno what to say, Ross. Uh, it's a monkey.",JOEY,JOEY
11966,It’s-it’s-it’s almost dead!,Others,MONICA
11967,You put your fist through the wall?,CHANDLER,MONICA
11968,I am freaking out!,RACHEL,MONICA
11969,Hey. Call me when you get there. Okay?,MONICA,JOEY
11970,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler. I am so sorry.,PHOEBE,ROSS
11971,"Yeah, what is it?",MONICA,CHANDLER
11972,Just put it on a plate and leave.,JOEY,CHANDLER
11973,Hey Joe does it have meatballs on it?,Others,RACHEL
11974,"Huh, I don't know what to pick. Am I more thankful for my divorce or my eviction? Hmm.",ROSS,ROSS
11975,Yeah!!,RACHEL,CHANDLER
11976,Joey!,Others,PHOEBE
11977,Hey! Hey! Come on! You can! I know you can do this! Let’s go!,ROSS,PHOEBE
11978,...I think that bitch cracked my tooth.,RACHEL,PHOEBE
11979,What's so bad about that?,MONICA,MONICA
11980,"No, I can’t. I would, I really would, but my son is here; I can’t leave him. Isn’t—you don’t think there’s any way?",ROSS,Others
11981,What happened?,MONICA,PHOEBE
11982,Oh God!,CHANDLER,ROSS
11983,Rachel?,Others,MONICA
11984,"Ok, we're taking that paddle home, mister.",PHOEBE,JOEY
11985,Yeah.,JOEY,RACHEL
11986,"Well, I-I’m startin’ too.",RACHEL,RACHEL
11987,But it's available now! Isn't it?,JOEY,ROSS
11988,"Oh wow! So, you’re more than just dinosaurs.",Others,MONICA
11989,What?,MONICA,MONICA
11990,"It's just her water breaking. Calm down, will you?",Others,RACHEL
11991,"Hey. Ross, I know you’re pissed at me, but we have to talk about this.",JOEY,JOEY
11992,You owe me 20 bucks.,MONICA,ROSS
11993,"Umm, no. No best friend, no. Just a lot of close friends.",JOEY,RACHEL
11994,Pick a number! That is your only job!,MONICA,CHANDLER
11995,"Okay, I’ll see you in an hour.",Others,CHANDLER
11996,Wow! Happy Monica’s night!,ROSS,CHANDLER
11997,"Seriously, we're gonna do this?",CHANDLER,RACHEL
11998,"So, will I like any of these guys?",RACHEL,MONICA
11999,"Ross! Phoebe’s gonna be here any second, she cannot see this!",RACHEL,MONICA
12000,"Here we come, walkin' down the—this doesn't smell like Mom's.",ROSS,JOEY
12001,"Come here. Okay, be right back.",MONICA,PHOEBE
12002,"Awww, come on—wait—stop it. Okay, to Monica.",MONICA,Others
12003,"I'm sorry, what?",RACHEL,PHOEBE
12004,Yeah! But that is not what they're looking for. OOOH!,JOEY,RACHEL
12005,"Ooh, so cute, that I’m thinking about jamming this pen in my eye.",RACHEL,PHOEBE
12006,Why?,ROSS,MONICA
12007,"Yeah okay, no if it helps you okay. Yeah.",PHOEBE,ROSS
12008,Okay. I’m gonna be the mom that makes the world’s best chocolate chip cookies.,MONICA,JOEY
12009,"Ooh, let’s see it!",PHOEBE,RACHEL
12010,I guess that's how.,MONICA,CHANDLER
12011,Mia Hamm!,RACHEL,MONICA
12012,What-what ‘cha doin’?,CHANDLER,ROSS
12013,Why not?,Others,JOEY
12014,Also an island.,ROSS,RACHEL
12015,I think it's going okay. Looks like he's smiling.,JOEY,CHANDLER
12016,So this is Brooklyn.,RACHEL,MONICA
12017,"Yeah, because if I was at my old job we'd say 300 million? No thank you!",CHANDLER,RACHEL
12018,Why did you invite my mother?!,RACHEL,RACHEL
12019,"For one thing, the guy on the tape said I was doing a good job!",JOEY,RACHEL
12020,Nope.,Others,MONICA
12021,Bye!!!,PHOEBE,MONICA
12022,I don't know but they don't sound like spa treatments. You have to get rid of it!,Others,JOEY
12023,You wanted it to be a surprise.,MONICA,Others
12024,"Umm ma’am, do you have a minute? I kind of have some bad news. I don’t think I can move to Tulsa.",CHANDLER,RACHEL
12025,"But the drawer full of take-out menus is okay, right?",JOEY,ROSS
12026,"Oh thanks, but listen, I was just at Monica’s and she and Chandler had a big fight and they’re not moving in.",RACHEL,RACHEL
12027,"You guys are gonna have a great time, I promise!",JOEY,ROSS
12028,"Oh, oh, good.",PHOEBE,RACHEL
12029,"Ah, all right. Here's to Ross!",RACHEL,JOEY
12030,"Yeah, Chandler why don’t you take a walk? This doesn’t concern you.",PHOEBE,JOEY
12031,"...DUMB, DRUNKEN, BITCH!!!  Thank you, thanks.",PHOEBE,JOEY
12032,Yeah.,ROSS,JOEY
12033,Yeah.,JOEY,JOEY
12034,Oh really. Is that how you felt when you turned thirty?,ROSS,RACHEL
12035,Why don’t we try massaging the breast to stimulate the flow.,Others,MONICA
12036,I like her so much!,JOEY,PHOEBE
12037,"No-no, that wasn’t me! Well, we should get started. Let me show you my underwear. The selection of underwear we carry.",RACHEL,ROSS
12038,No! Stop!,ROSS,MONICA
12039,Hello? Hello?,CHANDLER,ROSS
12040,"Hi! Hey, remember how last night we were talking about that movie Cujo?",RACHEL,PHOEBE
12041,What’s the matter?,MONICA,CHANDLER
12042,"So spooky, thats all.",JOEY,ROSS
12043,I think that’s gum.,CHANDLER,RACHEL
12044,"Oh, y'know I-I can't hear that enough.",CHANDLER,JOEY
12045,No-no I can’t! I can’t let you do it!,PHOEBE,JOEY
12046,I’m sorry?,Others,Others
12047,"Yes, but, Ross you chose a career of talking about dinosaurs.",CHANDLER,RACHEL
12048,"Well, if you don't know I can't help you.",PHOEBE,ROSS
12049,Because I think it means more to you.,PHOEBE,ROSS
12050,Have a nice six more months Ross!,JOEY,CHANDLER
12051,Phyllis sees what I’m doing.,MONICA,RACHEL
12052,What?,ROSS,JOEY
12053,"Oh, So you can move them!",MONICA,Others
12054,Yes! Okay! Okay! Wait-wait-wait!,MONICA,ROSS
12055,February 2nd!,RACHEL,JOEY
12056,Oh my God!,ROSS,MONICA
12057,No.,Others,JOEY
12058,They already do. That’s why they call it the ‘tray spot.’,Others,RACHEL
12059,"Well, um, actually, I-I took her to the planetarium. That’s-that’s where we had our first date. Um, she walked in and I had the room filled with lilies, her favorite flower…",ROSS,JOEY
12060,"Well that’s different! Okay? Because he, he was actually in love with me!",ROSS,JOEY
12061,"I-I... Oh I...I just wanna say uhm... if you do ever come to Minsk, that's my number We'll uhm... we'll party up Vladnik style.",Others,RACHEL
12062,"This is a nice resume. Nice, nice, nice. Muy impressivo.",Others,PHOEBE
12063,Wow.,MONICA,ROSS
12064,"Ooh, it’s probably a residual check, hey can you open it for me, I’m kinda….",JOEY,JOEY
12065,"Oh Joey, I’m hardly a…",RACHEL,CHANDLER
12066,"Well, do you wanna marry him?",ROSS,JOEY
12067,I can’t believe no one believes me!,ROSS,RACHEL
12068,"No, Rach, I should’ve told you sooner. It’s just that…Man! That kid is going to town!",JOEY,CHANDLER
12069,But I haven't used my card in weeks!,RACHEL,JOEY
12070,"I’m not very fond of New York. Queens I like. Ooh, what is this sparkle something! Honey! Huh?",Others,MONICA
12071,Chasing him all around the room?,MONICA,RACHEL
12072,"Yes, I see that here. Unfortunately we can’t guarantee a private room and currently they’re all unavailable.",Others,JOEY
12073,Are you being British?!,Others,MONICA
12074,You sure?,RACHEL,PHOEBE
12075,These aren’t for you! Are you upset?,MONICA,PHOEBE
12076,You got the clothes clean. Now that's the important part.,ROSS,JOEY
12077,Oh.,Others,MONICA
12078,"Ahh! There's gotta be a way. I mean, you know, if Monica and Chandler move out here and now Phoebe is married to Mike. That just leaves me and Ross and Rach, you know what I mean?",JOEY,ROSS
12079,What?,MONICA,CHANDLER
12080,Just give us the cheapest room you have.,CHANDLER,Others
12081,I don't! I wanna be with her.,ROSS,ROSS
12082,"Y’know it’s funny I started it but, now it’s scary me. So could you come out here please?",CHANDLER,RACHEL
12083,Yeah baby! No baby!,JOEY,Others
12084,Okay.,RACHEL,PHOEBE
12085,Let’s do it! Ross?,RACHEL,MONICA
12086,"Oh no-no-no, you don’t understand…",JOEY,RACHEL
12087,"Umm, say you’re gonna be starving after all this moving. What do you say I take you to dinner tonight?",ROSS,JOEY
12088,I love her.,MONICA,JOEY
12089,"I got it! How about, if we win, they have to get rid of the rooster?",MONICA,RACHEL
12090,"I don’t care about the little dude! I can’t! I cannot listen to anymore of this! Y’know, the only person who would want to listen to this is a mental health professional! And then it’s only because they get paid $100 an hour! Do you know how much money I could’ve made listening to you? $2,000! And do you know when I figured that out? While you were talking!",RACHEL,JOEY
12091,Why not?,MONICA,JOEY
12092,"Uh Rach, if you’re gonna start another story, at least let me finish mine.",JOEY,MONICA
12093,"I was hugging her as a friend. It’s not my fault her-her hair got in my face, she’s got a lot of it and it smells all-all uh…coconutty. What?! Oh, that doesn’t mean I have feelings for Rachel! Maybe it means I have feelings for coconuts!",ROSS,Others
12094,"Yeah! Oh he’s great, I love him.",MONICA,RACHEL
12095,No. It's the one he's licking.,ROSS,ROSS
12096,Really?,MONICA,JOEY
12097,"Yeah. And believe me, this suit does not do justice to what’s underneath it.",PHOEBE,CHANDLER
12098,"Well, do you care about friendship?",PHOEBE,JOEY
12099,Giving you my baby? You think I'd give you my child after this?,Others,JOEY
12100,m'ap,PHOEBE,MONICA
12101,"Wait-wait-wait-wait! You can put your sad little muffin back in it’s drawer. If you must know the truth, I didn’t want to lose a perfectly good assistant.",Others,RACHEL
12102,"I'm sorry man, I tired, I really did.",JOEY,CHANDLER
12103,You’re just so mean to each other! And I don’t want to end up like that with Rachel. I still like you!,PHOEBE,CHANDLER
12104,"Yes, I did. Thank you very much, it was excellent.",RACHEL,ROSS
12105,"Yeah, that’s pretty much what I had in mind.",Others,JOEY
12106,And you’re Okay with that?,JOEY,RACHEL
12107,"Hey, you know about that?!",JOEY,PHOEBE
12108,So I guess you bought that book after we broke up huh?,ROSS,PHOEBE
12109,"No, I'm saying...",RACHEL,Others
12110,What?,CHANDLER,RACHEL
12111,"Oh, no, no, no dear God, no!",CHANDLER,JOEY
12112,"Oh no, I think I’m gonna go home and eat ten candy bars.",RACHEL,ROSS
12113,"Well, he came in for a massage, and everything was fine until.",PHOEBE,PHOEBE
12114,...Take off their hats!,CHANDLER,JOEY
12115,"Hey, I went by the photo shop, take a look, here is a mockup of our card. What do you think?",Others,RACHEL
12116,Arghh!!,RACHEL,CHANDLER
12117,Yeah?,ROSS,JOEY
12118,I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,MONICA,JOEY
12119,That's funny. Who are they?,Others,MONICA
12120,Game?,MONICA,JOEY
12121,"Hey, how are you holding up?",ROSS,Others
12122,YOU KNOW?!!!,PHOEBE,CHANDLER
12123,"Ahh yes, the messers become the messies!",CHANDLER,RACHEL
12124,"Come on you guys, we're sorry, alri...? Our subway broke down.",ROSS,RACHEL
12125,"Hi, sweetie!",RACHEL,MONICA
12126,Really.,RACHEL,RACHEL
12127,Oh my God! You really are freakishly strong!,RACHEL,ROSS
12128,And?,MONICA,PHOEBE
12129,"Well, well, they're good. It's been a while since I've seen you like this. You, you clean up good.",ROSS,MONICA
12130,"All right, well, we felt really bad about that so we decided we should all take a little trip together!",JOEY,MONICA
12131,You are mad!,Others,Others
12132,"Hey, here’s a thought.",ROSS,CHANDLER
12133,Hi! Hi Ben!,RACHEL,CHANDLER
12134,Yeah?,JOEY,PHOEBE
12135,"Uh, Pheebs we kinda need you to drive us all up there in your grandmother’s cab, but y'know what, I’ll stay.",JOEY,MONICA
12136,Oh my God. It's like Sophie's Choice.,ROSS,MONICA
12137,Ross got married again—Nooooooo!!!!!!!!!,RACHEL,RACHEL
12138,It’s Joshua.,RACHEL,MONICA
12139,You went through my personal property?,JOEY,CHANDLER
12140,"Now, now the one in the feather boa, that's Dr. Francis. Now, she used to be a man. Okay, now look, see, there's Raven. We hate her. We're glad she's dying. Okay- Wh- wh- Marcel, are you playing with Monica's shoes? You know you're not supposed to pl- whoah. Marcel, did you poo in the shoe? Marcel, bad monkey! Oh! Oh! Sorry, Barry. Little engagement gift. I'm sure you didn't register for that. Who died? Who died? Roll him over! Oh, c'mon, roll him over! Oh...! Well, we know it wasn't Dexter, right Marcel? Because- Marcel? Marc-",RACHEL,JOEY
12141,"Hey, how did you do that?! Come on in.",JOEY,RACHEL
12142,No I didn't!,CHANDLER,MONICA
12143,Hey!,ROSS,PHOEBE
12144,Oh my God.,RACHEL,ROSS
12145,I’m not going to do that.,ROSS,JOEY
12146,"Phoebe, hang on a second. Here, take my car, go pick up your friends.",Others,Others
12147,"Yeah. Uh, uh we promised we weren’t gonna tell anybody this but uh, about a month ago Rachel and I slept together.",ROSS,PHOEBE
12148,"Please. I haven't heard from her in seven months, and now she calls me? I mean, what else is it about? Oh! She was my best friend, you guys! We went to camp together... she taught me how to kiss..",RACHEL,PHOEBE
